Nr,Group,Position,Locus,K*,Df,Signif.,Nr inf.,Meanrank-ac,Mean-ac,Nr-ac,Meanrank-ad,Mean-ad,Nr-ad,Meanrank-bc,Mean-bc,Nr-bc,Meanrank-bd,Mean-bd,Nr-bd,Meanrank-ee,Mean-ee,Nr-ee,Meanrank-ef,Mean-ef,Nr-ef,Meanrank-eg,Mean-eg,Nr-eg,Meanrank-fg,Mean-fg,Nr-fg,Meanrank-hh,Mean-hh,Nr-hh,Meanrank-hk,Mean-hk,Nr-hk,Meanrank-kk,Mean-kk,Nr-kk,Meanrank-h-,Mean-h-,Nr-h-,Meanrank-k-,Mean-k-,Nr-k-,Meanrank-ll,Mean-ll,Nr-ll,Meanrank-lm,Mean-lm,Nr-lm,Meanrank-nn,Mean-nn,Nr-nn,Meanrank-np,Mean-np,Nr-np
468,LG8,13.569,ab8_6590632,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.813793,29,26.9,0.7875,24,,,0,,,0,,,0,,,0,,,0,,,0,,,0
469,LG8,14.043,HY_sc8_18109294,3.678,2,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31.5,0.9,12,26.6,0.788889,27,24,0.742857,14,,,0,,,0,,,0,,,0,,,0,,,0
470,LG8,17.55,S8_3931900,2.984,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.1,0.86,20,25.1,0.766667,33,,,0,,,0
471,LG8,18.58,HY_sc8_18324423,2.875,2,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,31,0.9,11,25.5,0.775,24,24.9,0.770588,17,,,0,,,0,,,0,,,0,,,0,,,0
472,LG8,19.381,S8_4117646,3.376,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.1,0.861905,21,24.9,0.7625,32,,,0,,,0
473,LG8,21.215,HY_sc8_17770280,4.246,1,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,30.3,0.865217,23,24.5,0.753333,30,,,0,,,0
474,LG8,25.865,HY_sc8_17609526,1.963,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.3,0.763333,30,29.2,0.852174,23,,,0,,,0
475,LG8,25.865,S8_4275600,1.963,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.3,0.763333,30,29.2,0.852174,23,,,0,,,0
476,LG8,31.945,S8_4687974,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
477,LG8,32.378,S8_4688074,0.742,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.768966,29,28.3,0.841667,24,,,0,,,0
478,LG8,37.607,S8_5742173,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.844,25,25.7,0.764286,28,,,0,,,0
479,LG8,37.607,HY_sc30_138069370,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.764286,28,28.4,0.844,25,,,0,,,0
480,LG8,37.607,S8_5323097,0.964,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.764286,28,28.4,0.844,25,,,0,,,0
481,LG8,42.704,S5_6938934,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.792857,28,27.3,0.812,25,,,0,,,0
482,LG8,47.203,S8_6590667,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
483,LG8,47.203,HY_sc8_16421051,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
484,LG8,47.203,HY_sc8_15827051,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
485,LG8,47.203,S8_6047531,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
486,LG8,48.063,S8_5829595,0.107,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.815385,26,26.6,0.788889,27,,,0,,,0
487,LG8,53.312,S6_9789648,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
488,LG8,54.994,HY_sc8_13726678,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
489,LG8,54.994,S29_2726541,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.796552,29,27.1,0.808333,24,,,0,,,0
490,LG8,57.719,ab15_1192862,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
491,LG8,57.719,HY_sc16_3272374,0.202,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.818519,27,26.4,0.784615,26,,,0,,,0
492,LG8,60.7,S8_9045645,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
493,LG8,60.7,HY_sc8_12687162,0.203,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.803571,28,26.3,0.8,25,,,0,,,0
494,LG8,63.347,HY_sc17_7526712,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.816667,30,26.7,0.782609,23,,,0,,,0
495,LG8,68.87,HY_sc8_10289820,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
496,LG8,68.87,S8_15597626,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
497,LG8,71.539,S8_16232575,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
498,LG8,71.539,HY_sc8_9641291,0.738,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.782143,28,28.3,0.824,25,,,0,,,0
499,LG8,72.737,HY_sc8_10326474,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
500,LG8,72.737,S8_15560921,1.217,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.82963,27,25.4,0.773077,26,,,0,,,0
501,LG8,77.972,S8_17370040,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
502,LG8,85.086,S8_16629164,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.80625,32,26.5,0.795238,21,,,0,,,0
503,LG8,86.007,HY_sc8_8529456,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
504,LG8,92.627,HY_sc8_8332391,1.389,1,-      ,48,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,23.2,0.758621,29,26.5,0.842105,19,,,0,,,0
505,LG16,0,S6_3608610,0.3,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.6,0.824242,33,26,0.765,20,,,0,,,0
506,LG16,6.894,HY_sc16_892510,1.716,1,-      ,50,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.833333,24,23.8,0.773077,26,,,0,,,0
507,LG16,12.976,S16_8713773,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0
508,LG16,12.976,HY_sc30_44876674,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0
509,LG16,15.876,HY_sc30_33260951,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
510,LG16,16.622,HY_sc30_125611359,0.045,1,-      ,49,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.796552,29,24.6,0.79,20,,,0,,,0
511,LG16,17.122,S7_12115230,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
512,LG16,18.551,S16_17546414,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
513,LG16,18.551,HY_sc4_5726271,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
514,LG16,18.551,HY_sc30_115299012,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
515,LG16,19.879,HY_sc30_33058621,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.804348,23,27.1,0.8,30,,,0,,,0
516,LG16,19.879,HY_sc30_33501010,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.804348,23,27.1,0.8,30,,,0,,,0
517,LG16,20.449,S16_12577309,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.8,22,27.2,0.803226,31,,,0,,,0
518,LG16,20.449,S16_12213174,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.8,22,27.2,0.803226,31,,,0,,,0
519,LG16,20.449,HY_sc30_33092997,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0
520,LG16,21.712,HY_sc24_16924691,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
521,LG16,22.095,ab16_129503,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.833333,21,26.4,0.78125,32,,,0,,,0
522,LG16,22.415,HY_sc16_1454926,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.804348,23,27.1,0.8,30,,,0,,,0
523,LG16,22.415,S16_16907903,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,30,26.9,0.804348,23,,,0,,,0
524,LG16,22.415,HY_sc30_112808837,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,30,26.9,0.804348,23,,,0,,,0
525,LG16,22.415,HY_sc30_19643057,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,30,26.9,0.804348,23,,,0,,,0
526,LG16,22.415,HY_sc10_8036877,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.804348,23,27.1,0.8,30,,,0,,,0
527,LG16,22.415,S16_13056758,0.002,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.8,30,26.9,0.804348,23,,,0,,,0
528,LG16,22.442,HY_sc30_47037627,0,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.796552,29,26.5,0.804348,23,,,0,,,0
529,LG16,22.442,HY_sc10_7484432,0,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.804348,23,26.5,0.796552,29,,,0,,,0
530,LG16,23.096,HY_sc10_8187646,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
531,LG16,23.096,S16_20627672,0.007,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.808333,24,26.9,0.796552,29,,,0,,,0
532,LG16,23.247,S16_398816,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.83,20,26.6,0.784848,33,,,0,,,0
533,LG16,23.247,S16_398845,0.144,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.7,0.83,20,26.6,0.784848,33,,,0,,,0
534,LG16,24.039,HY_sc16_1737523,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0
535,LG16,24.313,S16_19876001,0.027,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.2,0.803226,31,26.7,0.8,22,,,0,,,0
536,LG16,24.703,S16_1035693,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.7,0.788235,34,27.5,0.826316,19,,,0,,,0
537,LG16,24.703,HY_sc16_10367062,0.065,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.826316,19,26.7,0.788235,34,,,0,,,0
538,LG16,24.998,HY_sc16_11306799,0.251,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.833333,21,26.4,0.78125,32,,,0,,,0
539,LG16,25.87,S16_10882678,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
540,LG16,26.301,HY_sc10_13442832,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.80625,32,26.5,0.795238,21,,,0,,,0
541,LG16,27.143,ab16_13056808,0.042,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.812,25,26.7,0.792857,28,,,0,,,0
542,LG16,37.337,HY_sc30_19728001,0.962,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.1,0.826667,30,24.4,0.757143,21,,,0,,,0
543,LG16,39.084,S16_2518061,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
544,LG16,41.402,HY_sc16_5508239,0.058,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.1,0.795238,21,26.8,0.803226,31,,,0,,,0
545,LG16,41.53,S5_13326897,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
546,LG16,43.452,HY_sc16_8018921,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
547,LG16,45.825,S16_3695877,0.085,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.5,0.795238,21,27.3,0.80625,32,,,0,,,0
548,LG16,47.271,HY_sc16_7903162,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
549,LG16,47.271,S16_3688174,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
550,LG16,47.271,HY_sc16_7918239,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
551,LG16,47.271,S16_3672687,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
552,LG16,50.808,ab16_4235448,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
553,LG16,50.808,HY_sc16_7312985,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
554,LG16,50.808,HY_sc16_7169462,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
555,LG16,50.808,S16_4373429,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
556,LG16,54.207,HY_sc16_6449934,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.2,0.79,20,27.5,0.809091,33,,,0,,,0
557,LG16,54.207,S16_5248060,0.178,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.5,0.809091,33,26.2,0.79,20,,,0,,,0
558,LG16,56.12,HY_sc30_125448265,0.016,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.9,0.802941,34,27.2,0.8,19,,,0,,,0
559,LG16,62.858,S11_11269374,0.174,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.3,0.802564,39,26,0.8,14,,,0,,,0
560,LG5,0,HY_sc30_162963899,0.487,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,27.9,0.824138,29,25.9,0.775,24,,,0,,,0
561,LG5,8.472,S5_17233187,0.961,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.4,0.826923,26,25.7,0.777778,27,,,0,,,0
562,LG5,10.439,HY_sc5_1907345,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
563,LG5,13.437,HY_sc30_145853714,1.11,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.9,0.775758,33,28.9,0.845,20,,,0,,,0
564,LG5,14.036,HY_sc5_1902670,1.484,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.5,0.847619,21,25.1,0.767742,31,,,0,,,0
565,LG5,14.691,HY_sc30_162757956,0.963,1,-      ,52,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.5,0.775758,33,28.3,0.842105,19,,,0,,,0
566,LG5,15.362,HY_sc30_162755531,1.611,1,-      ,51,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.5,0.763333,30,28.1,0.847619,21,,,0,,,0
567,LG5,15.444,S5_17368295,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
568,LG5,15.444,HY_sc30_145859770,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
569,LG5,15.444,HY_sc5_429637,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
570,LG5,15.444,HY_sc30_165234304,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.7,0.771875,32,29,0.847619,21,,,0,,,0
571,LG5,15.444,HY_sc5_381192,1.367,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29,0.847619,21,25.7,0.771875,32,,,0,,,0
572,LG5,17.278,HY_sc30_145853544,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
573,LG5,17.278,HY_sc30_145853542,1.651,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.1,0.85,22,25.5,0.767742,31,,,0,,,0
574,LG5,21.652,HY_sc30_169740696,0.544,1,-      ,38,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,18.7,0.79,20,20.4,0.838889,18,,,0,,,0
575,LG5,24.322,HY_sc5_5474093,0.141,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,26.6,0.796875,32,27.6,0.809524,21,,,0,,,0
576,LG5,29.403,S8_16146807,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.6,0.748148,27,29.5,0.857692,26,,,0,,,0
577,LG5,29.403,S5_15483088,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,29.5,0.857692,26,24.6,0.748148,27,,,0,,,0
578,LG5,29.403,S6_934101,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.6,0.748148,27,29.5,0.857692,26,,,0,,,0
579,LG5,29.403,HY_sc5_2928259,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.6,0.748148,27,29.5,0.857692,26,,,0,,,0
580,LG5,29.403,HY_sc5_3005245,3.086,1,*      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,24.6,0.748148,27,29.5,0.857692,26,,,0,,,0
581,LG5,30.469,HY_sc5_3235267,6.73,2,**     ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,20.4,0.65,12,29.2,0.852174,23,28.6,0.838889,18,,,0,,,0,,,0,,,0,,,0,,,0
582,LG5,33.992,HY_sc5_4206956,2.613,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.9,0.83871,31,24.3,0.75,22,,,0,,,0
583,LG5,36.057,S15_7732723,1.833,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.7,0.834483,29,24.9,0.7625,24,,,0,,,0
584,LG5,36.926,S5_14218022,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
585,LG5,36.926,HY_sc30_146425081,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
586,LG5,36.926,S5_13578078,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,25.2,0.768,25,28.6,0.832143,28,,,0,,,0
587,LG5,36.926,HY_sc5_4658706,1.507,1,-      ,53,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,28.6,0.832143,28,25.2,0.768,25,,,0,,,0
